data,tipo_crime,rua,bairro,latitude,longitude,turno,fonte,severidade
2025-08-05 10:42:00,Homicídio,Rua da Estação,Ponte dos Carvalhos,-8.309690510734564,-35.03355948712554,Noite,BO,5
2025-08-10 20:11:00,Assalto,Rua Sete de Setembro,Enseada dos Corais,-8.279992609207202,-35.01713902914853,Noite,Relato anônimo,1
2025-06-18 00:23:00,Vandalismo,Rua do Sol,Gaibu,-8.265209628047778,-35.05811605229595,Noite,Monitoramento,5
2025-05-02 12:45:00,Roubo,Av. Presidente Kennedy,Ponte dos Carvalhos,-8.32135285426839,-34.99805807945254,Madrugada,Monitoramento,4
2025-05-04 20:04:00,Violência doméstica,Av. Presidente Kennedy,Enseada dos Corais,-8.27469214970051,-35.04871216341392,Madrugada,Monitoramento,5
2025-03-17 13:32:00,Furto,Av. Governador Agamenon Magalhães,Enseada dos Corais,-8.244221200611936,-35.02710813414268,Manhã,BO,5
2025-05-05 22:14:00,Roubo,Av. Tejucupapo,Enseada dos Corais,-8.253517570398405,-35.028312037964746,Noite,Imprensa,1
2025-03-16 20:19:00,Furto,Av. Governador Agamenon Magalhães,Suape,-8.231481301877949,-34.98611647893892,Manhã,Relato anônimo,5
2025-07-30 19:46:00,Vandalismo,Rua do Sol,Enseada dos Corais,-8.289224103711977,-35.00571072622614,Noite,BO,1
2025-07-08 13:39:00,Roubo,Av. Laura Machado,Gaibu,-8.26686560126037,-34.99578421106169,Manhã,Monitoramento,5
2025-04-15 21:25:00,Furto,Rua Sete de Setembro,Novo Horizonte,-8.307123086514503,-35.01284871350004,Noite,Monitoramento,1
2025-05-29 15:29:00,Arrombamento,Av. Tejucupapo,Novo Horizonte,-8.25653938782876,-35.07396848716058,Tarde,Imprensa,5
2025-05-25 04:48:00,Roubo,Rua da Praia,Pontezinha,-8.312581462816643,-35.080980804444,Noite,BO,3
2025-06-07 07:09:00,Furto,Rua do Rosário,Suape,-8.289735170861114,-35.0120614436051,Manhã,BO,3
2025-03-24 10:59:00,Vandalismo,Rua Dr. João Leitão,Gaibu,-8.245441073697599,-35.02814763048951,Noite,Relato anônimo,2
2025-06-19 09:31:00,Assalto,Rua do Carmo,Novo Horizonte,-8.242284611360716,-35.06450253645537,Manhã,BO,4
2025-07-11 11:03:00,Assalto,Rua Professor Luís Sobrinho,Gaibu,-8.325584560983879,-35.03138869247242,Manhã,Imprensa,4
2025-06-29 00:54:00,Assalto,Rua do Forte,Suape,-8.273398363776517,-35.03081736870235,Manhã,Monitoramento,2
2025-05-16 01:25:00,Tráfico,Rua do Canal,Charneca,-8.334686052500997,-35.03222800098782,Manhã,Relato anônimo,3
2025-06-21 14:48:00,Assalto,Av. Presidente Kennedy,Charneca,-8.31561173751262,-35.01325818627925,Noite,BO,2
2025-05-09 17:23:00,Vandalismo,Rua Monsenhor Fabrício,Pontezinha,-8.273835043847578,-35.05349699465818,Tarde,Relato anônimo,5
2025-02-23 01:08:00,Assalto,Rua do Carmo,Centro,-8.295846672933417,-35.05648033804722,Noite,Monitoramento,5
2025-05-06 19:20:00,Homicídio,Rua do Carmo,Enseada dos Corais,-8.28456697743183,-35.00612144198747,Tarde,Monitoramento,5
2025-06-21 16:34:00,Arrombamento,Rua Sete de Setembro,Pontezinha,-8.307643151158388,-35.017398837112054,Madrugada,Imprensa,4
2025-08-03 03:26:00,Violência doméstica,Rua do Canal,Pontezinha,-8.296256440459311,-35.04982182080656,Noite,BO,5
2025-07-11 15:10:00,Homicídio,Rua Professor Luís Sobrinho,Centro,-8.285675758998863,-35.055881058060486,Madrugada,Relato anônimo,2
2025-02-16 14:20:00,Roubo,Rua do Rosário,Gaibu,-8.296841232633678,-35.05994694731472,Madrugada,Relato anônimo,4
2025-02-27 22:08:00,Arrombamento,Rua Dr. João Leitão,Novo Horizonte,-8.23388187167709,-35.029118411200706,Tarde,Imprensa,4
2025-06-09 17:21:00,Assalto,Rua da Praia,Enseada dos Corais,-8.300493137699814,-35.024650502231644,Noite,Imprensa,5
2025-07-04 09:14:00,Homicídio,Rua Professor Luís Sobrinho,Suape,-8.28580820124227,-35.035524239988334,Noite,Imprensa,2
2025-06-14 11:35:00,Arrombamento,Rua do Forte,Pontezinha,-8.267645832498914,-35.01106230724882,Noite,Imprensa,1
2025-05-24 11:49:00,Assalto,Av. Governador Agamenon Magalhães,Charneca,-8.296262528690262,-35.04439545601612,Tarde,Imprensa,1
2025-06-05 20:16:00,Furto,Av. Presidente Kennedy,Pontezinha,-8.28987629242879,-35.08754802911839,Madrugada,Relato anônimo,2
2025-03-19 03:39:00,Violência doméstica,Av. Laura Machado,Suape,-8.320879776554964,-34.99582814331389,Tarde,Relato anônimo,1
2025-07-25 07:03:00,Assalto,Rua do Carmo,Gaibu,-8.241875807162467,-35.03622590098891,Manhã,Monitoramento,3
2025-02-13 17:59:00,Arrombamento,Rua do Rosário,Enseada dos Corais,-8.268586075923606,-35.02221874613641,Tarde,Monitoramento,4
2025-05-05 09:41:00,Homicídio,Rua do Comércio,Suape,-8.206027979788619,-35.00201062721413,Manhã,BO,5
2025-05-29 05:59:00,Roubo,Rua da Matriz,Enseada dos Corais,-8.28619793978702,-35.05388851101501,Manhã,Monitoramento,4
2025-02-14 09:36:00,Roubo,Rua Sete de Setembro,Centro,-8.323161158006439,-35.02491340910332,Manhã,Imprensa,3
2025-03-18 16:29:00,Homicídio,Av. Governador Agamenon Magalhães,Novo Horizonte,-8.301908768632106,-35.065556342739946,Noite,Relato anônimo,1
2025-03-31 00:47:00,Furto,Rua da Estação,Suape,-8.299164322106062,-35.05703870009036,Noite,Imprensa,5
2025-07-18 20:57:00,Arrombamento,Rua do Comércio,Enseada dos Corais,-8.240821459123186,-35.00795900607626,Madrugada,Monitoramento,5
2025-03-31 04:30:00,Furto,Rua Monsenhor Fabrício,Ponte dos Carvalhos,-8.283199316032915,-34.99300139652775,Noite,Relato anônimo,1
2025-04-21 10:19:00,Furto,Rua Professor Luís Sobrinho,Novo Horizonte,-8.281065792308809,-35.05153210503321,Manhã,Imprensa,3
2025-06-11 09:10:00,Arrombamento,Rua da Matriz,Ponte dos Carvalhos,-8.244921898068258,-35.016527248907884,Madrugada,Imprensa,1
2025-07-19 07:14:00,Assalto,Rua Sete de Setembro,Pontezinha,-8.308931153858161,-35.03475846695209,Tarde,Monitoramento,2
2025-08-10 17:58:00,Homicídio,Rua do Canal,Charneca,-8.304890456334618,-35.06456999327411,Madrugada,Relato anônimo,2
2025-06-27 22:23:00,Arrombamento,Av. Presidente Kennedy,Novo Horizonte,-8.259845561311709,-34.98226458398825,Manhã,BO,1
2025-07-08 17:09:00,Violência doméstica,Rua do Carmo,Gaibu,-8.317964189345478,-35.015925769082735,Tarde,Imprensa,5
2025-03-07 16:28:00,Homicídio,Rua do Comércio,Novo Horizonte,-8.299266064228044,-35.04217813459412,Manhã,Monitoramento,2
2025-07-05 14:43:00,Assalto,Rua da Estação,Centro,-8.29780984810597,-35.051599769241996,Noite,BO,4
2025-07-10 02:02:00,Furto,Av. Historiador Pereira da Costa,Gaibu,-8.281786959301378,-35.050773752910274,Madrugada,Imprensa,1
2025-06-12 01:18:00,Assalto,Rua da Matriz,Ponte dos Carvalhos,-8.276238579355503,-35.03125595273623,Madrugada,Relato anônimo,2
2025-05-20 14:55:00,Arrombamento,Rua Dr. João Leitão,Pontezinha,-8.28897370117166,-35.05268909155104,Madrugada,Monitoramento,1
2025-07-29 11:07:00,Arrombamento,Av. Governador Agamenon Magalhães,Enseada dos Corais,-8.297419283264208,-35.01111521935436,Tarde,Monitoramento,5
2025-02-17 09:29:00,Roubo,Rua Professor Luís Sobrinho,Centro,-8.27047707030939,-35.054438881119964,Madrugada,Monitoramento,2
2025-04-23 06:59:00,Furto,Rua do Canal,Enseada dos Corais,-8.28051669236427,-35.01121532191571,Manhã,BO,4
2025-04-05 02:06:00,Assalto,Av. Historiador Pereira da Costa,Gaibu,-8.324735132028033,-35.016415995190506,Manhã,Monitoramento,5
2025-02-23 12:28:00,Arrombamento,Rua da Matriz,Gaibu,-8.299565593973645,-35.015735033285175,Tarde,Relato anônimo,1
2025-07-09 10:36:00,Roubo,Rua Sete de Setembro,Gaibu,-8.302081478913562,-35.07512205251661,Noite,Relato anônimo,3
2025-05-28 09:17:00,Tráfico,Rua do Carmo,Gaibu,-8.323688560947078,-35.02879787633346,Manhã,Relato anônimo,4
2025-07-26 21:24:00,Assalto,Rua da Matriz,Pontezinha,-8.276506937456963,-35.05260791562761,Noite,Monitoramento,4
2025-06-29 15:15:00,Roubo,Rua Monsenhor Fabrício,Enseada dos Corais,-8.267035188530565,-35.071538001556725,Tarde,Imprensa,2
2025-05-29 17:33:00,Violência doméstica,Rua da Matriz,Charneca,-8.284651994966183,-35.060275404994066,Tarde,Monitoramento,2
2025-06-07 11:05:00,Furto,Rua da Praia,Ponte dos Carvalhos,-8.299295902695054,-35.02881503321709,Tarde,BO,3
2025-04-01 18:46:00,Furto,Rua da Matriz,Ponte dos Carvalhos,-8.304510334132098,-35.03961388860575,Tarde,Monitoramento,2
2025-02-15 06:59:00,Tráfico,Rua da Praia,Suape,-8.257842679769638,-35.04442229673808,Tarde,BO,4
2025-04-14 17:20:00,Tráfico,Rua do Comércio,Charneca,-8.26210769719837,-35.05824267136644,Noite,Monitoramento,4
2025-04-19 11:32:00,Assalto,Rua do Canal,Suape,-8.269754895552117,-34.993960784483555,Madrugada,Monitoramento,1
2025-04-05 11:20:00,Violência doméstica,Rua do Forte,Pontezinha,-8.34479111250318,-35.049922381386764,Madrugada,BO,5
2025-04-19 17:59:00,Tráfico,Rua do Sol,Centro,-8.268573196820485,-35.03507613465108,Madrugada,Imprensa,2
2025-07-07 07:31:00,Roubo,Rua Professor Luís Sobrinho,Charneca,-8.273721353165717,-35.045099629667895,Noite,Imprensa,4
2025-03-27 23:50:00,Vandalismo,Rua do Forte,Novo Horizonte,-8.280835255313177,-35.033891930884806,Noite,Relato anônimo,2
2025-06-30 20:03:00,Arrombamento,Rua do Forte,Enseada dos Corais,-8.253805448458504,-35.023639478917474,Manhã,BO,1
2025-07-23 07:04:00,Arrombamento,Rua Dr. João Leitão,Enseada dos Corais,-8.274559933448119,-35.04029692415306,Tarde,BO,2
2025-07-20 20:42:00,Assalto,Rua do Canal,Centro,-8.295190155601812,-35.040813954695494,Madrugada,Monitoramento,1
2025-02-15 00:33:00,Roubo,Av. Governador Agamenon Magalhães,Charneca,-8.273138696440542,-35.040524612020505,Noite,Imprensa,1
2025-03-11 03:33:00,Assalto,Rua Dr. João Leitão,Enseada dos Corais,-8.275755628577588,-34.978114980033865,Tarde,Relato anônimo,2
2025-04-21 12:05:00,Assalto,Av. Laura Machado,Pontezinha,-8.261221882414207,-35.0381505883042,Noite,Monitoramento,4
2025-08-06 02:41:00,Assalto,Rua Professor Luís Sobrinho,Suape,-8.2529696519459,-35.04020188432554,Manhã,BO,4
2025-02-26 20:00:00,Furto,Av. Governador Agamenon Magalhães,Novo Horizonte,-8.333953113379446,-35.05520215777294,Tarde,BO,4
2025-06-27 01:14:00,Tráfico,Rua da Praia,Ponte dos Carvalhos,-8.329769798025646,-35.03878783710103,Tarde,Monitoramento,3
2025-07-01 18:42:00,Roubo,Av. Presidente Kennedy,Suape,-8.282539540520261,-34.988089067193116,Manhã,Relato anônimo,3
2025-05-24 02:19:00,Roubo,Rua do Comércio,Enseada dos Corais,-8.274826815655896,-35.03547751322022,Tarde,Relato anônimo,5
2025-05-21 23:08:00,Violência doméstica,Rua Monsenhor Fabrício,Pontezinha,-8.262264860470411,-35.0852783827252,Manhã,Imprensa,1
2025-05-10 19:49:00,Roubo,Rua Professor Luís Sobrinho,Ponte dos Carvalhos,-8.277109636047285,-35.010728370152826,Madrugada,Imprensa,1
2025-04-11 11:35:00,Assalto,Rua da Estação,Novo Horizonte,-8.319964656144496,-35.00140614891983,Madrugada,Monitoramento,2
2025-07-20 09:51:00,Arrombamento,Rua Monsenhor Fabrício,Ponte dos Carvalhos,-8.274537589812638,-35.04038219784752,Tarde,BO,1
2025-05-22 10:23:00,Furto,Rua Monsenhor Fabrício,Enseada dos Corais,-8.267180453347342,-34.97323267855489,Manhã,BO,1
2025-04-22 03:08:00,Vandalismo,Rua da Estação,Pontezinha,-8.278453343623537,-35.02379448534249,Manhã,Relato anônimo,4
2025-03-10 00:05:00,Homicídio,Av. Governador Agamenon Magalhães,Charneca,-8.294484022488506,-35.05124610923662,Noite,BO,5
2025-02-15 09:26:00,Assalto,Rua da Praia,Charneca,-8.262241604586393,-35.051402095647724,Madrugada,BO,5
2025-08-06 12:10:00,Tráfico,Rua Professor Luís Sobrinho,Enseada dos Corais,-8.281210844069514,-35.04194143616913,Tarde,Imprensa,3
2025-03-26 13:17:00,Furto,Rua do Sol,Ponte dos Carvalhos,-8.27102550435634,-35.02165844736783,Madrugada,Imprensa,4
2025-04-16 23:40:00,Violência doméstica,Rua do Canal,Suape,-8.257061501393553,-35.04275040997137,Madrugada,Relato anônimo,4
2025-05-24 10:53:00,Roubo,Rua Sete de Setembro,Centro,-8.289746873382335,-35.05446909289456,Madrugada,Imprensa,4
2025-05-05 19:44:00,Furto,Rua do Sol,Suape,-8.294107331501902,-35.02056748767388,Tarde,Monitoramento,3
2025-04-27 23:44:00,Roubo,Rua Monsenhor Fabrício,Pontezinha,-8.264075284583866,-35.05305413310444,Madrugada,Relato anônimo,3
2025-03-13 18:12:00,Furto,Rua Monsenhor Fabrício,Pontezinha,-8.261259851997359,-34.99610905352988,Tarde,BO,4
2025-04-27 22:04:00,Vandalismo,Rua do Comércio,Novo Horizonte,-8.272664127419407,-34.98308010468605,Madrugada,Monitoramento,2
2025-07-30 04:45:00,Assalto,Rua Professor Luís Sobrinho,Suape,-8.30234472997759,-35.061116367582784,Madrugada,Monitoramento,1
2025-06-28 16:59:00,Homicídio,Rua do Forte,Charneca,-8.327468006222606,-34.99259889221277,Madrugada,BO,3
2025-03-11 07:42:00,Arrombamento,Av. Governador Agamenon Magalhães,Ponte dos Carvalhos,-8.266640858591147,-35.03138961677276,Noite,Relato anônimo,5
2025-06-02 03:00:00,Roubo,Rua Monsenhor Fabrício,Pontezinha,-8.276000784342004,-35.05813722618246,Manhã,Imprensa,2
2025-06-06 11:25:00,Assalto,Rua do Carmo,Gaibu,-8.22185620050958,-35.02676947045062,Madrugada,Relato anônimo,3
2025-04-28 13:58:00,Vandalismo,Rua do Forte,Ponte dos Carvalhos,-8.280265130134877,-35.01185583440253,Manhã,BO,2
2025-04-05 16:30:00,Furto,Rua da Praia,Novo Horizonte,-8.270974769206582,-35.024402899393024,Noite,Monitoramento,1
2025-03-01 09:02:00,Furto,Rua da Estação,Pontezinha,-8.302761861386132,-35.0182132910716,Manhã,BO,3
2025-06-24 05:35:00,Assalto,Av. Tejucupapo,Gaibu,-8.235949387588123,-34.99636449884613,Tarde,Imprensa,5
2025-05-26 20:11:00,Furto,Rua da Estação,Gaibu,-8.243170334334014,-35.04278039191078,Tarde,Monitoramento,4
2025-07-13 13:24:00,Roubo,Rua do Comércio,Novo Horizonte,-8.307740120506464,-35.03314467300249,Manhã,Relato anônimo,2
2025-06-29 05:23:00,Furto,Av. Presidente Kennedy,Ponte dos Carvalhos,-8.281606877192782,-35.002645212038225,Noite,Relato anônimo,4
2025-07-14 12:39:00,Roubo,Rua do Forte,Pontezinha,-8.32531161574287,-34.99176124201349,Madrugada,BO,3
2025-08-03 22:51:00,Furto,Rua da Estação,Enseada dos Corais,-8.286950197464474,-35.04067202674869,Noite,BO,2
2025-03-13 05:23:00,Furto,Rua Professor Luís Sobrinho,Suape,-8.308302609381503,-35.071371416796644,Tarde,Monitoramento,4
2025-03-31 15:40:00,Assalto,Rua Monsenhor Fabrício,Charneca,-8.262420735400951,-35.028167050820294,Tarde,Relato anônimo,4
2025-06-07 19:03:00,Furto,Av. Tejucupapo,Pontezinha,-8.315249022493525,-35.06237696930159,Noite,BO,4
2025-05-27 21:31:00,Roubo,Rua Monsenhor Fabrício,Novo Horizonte,-8.291394617482252,-34.98827446186777,Madrugada,Monitoramento,4
2025-04-27 01:17:00,Roubo,Av. Historiador Pereira da Costa,Gaibu,-8.28948978378409,-35.06757857382795,Tarde,Imprensa,2
2025-07-08 03:17:00,Violência doméstica,Rua do Forte,Ponte dos Carvalhos,-8.289143576602148,-35.036818089243695,Noite,BO,4
2025-07-29 07:19:00,Assalto,Rua Dr. João Leitão,Ponte dos Carvalhos,-8.350422166073539,-35.03135737166295,Manhã,Monitoramento,3
2025-03-14 07:13:00,Furto,Av. Presidente Kennedy,Novo Horizonte,-8.288773363255217,-35.012594840879665,Noite,Monitoramento,2
2025-02-27 18:22:00,Assalto,Rua do Comércio,Gaibu,-8.236776097626366,-35.00183587426131,Noite,Relato anônimo,3
2025-07-08 08:54:00,Vandalismo,Rua Sete de Setembro,Suape,-8.28972221726387,-35.05766314771854,Manhã,Relato anônimo,4
2025-08-10 04:15:00,Tráfico,Av. Laura Machado,Enseada dos Corais,-8.218666004918752,-35.02851953914964,Tarde,Imprensa,2
2025-03-20 18:40:00,Arrombamento,Rua Monsenhor Fabrício,Novo Horizonte,-8.282651767702175,-35.03060312717775,Noite,Monitoramento,4
2025-06-23 23:17:00,Homicídio,Av. Presidente Kennedy,Charneca,-8.278047880980804,-35.0336090102981,Noite,Monitoramento,4
2025-06-09 20:42:00,Furto,Av. Historiador Pereira da Costa,Ponte dos Carvalhos,-8.297341550172005,-35.04367147353101,Noite,BO,5
2025-06-18 08:20:00,Furto,Rua Dr. João Leitão,Gaibu,-8.283818831755399,-35.043585619278346,Noite,Imprensa,5
2025-08-05 01:02:00,Assalto,Rua do Forte,Pontezinha,-8.300821144566928,-35.027339244307704,Manhã,Monitoramento,1
2025-06-08 00:27:00,Roubo,Av. Tejucupapo,Novo Horizonte,-8.28937443043552,-34.99240017528543,Tarde,Relato anônimo,3
2025-07-29 11:16:00,Roubo,Av. Laura Machado,Ponte dos Carvalhos,-8.349274245209825,-35.00271232870194,Manhã,Imprensa,2
2025-06-01 20:05:00,Roubo,Rua Sete de Setembro,Gaibu,-8.251847870187559,-35.081834755810206,Manhã,BO,2
2025-06-24 21:28:00,Homicídio,Rua do Sol,Gaibu,-8.291567189852008,-35.03928602164989,Manhã,BO,3
2025-06-14 02:14:00,Violência doméstica,Rua Dr. João Leitão,Enseada dos Corais,-8.318187792367945,-35.04944541718977,Madrugada,BO,1
2025-03-19 12:49:00,Roubo,Rua do Canal,Suape,-8.310764396136646,-34.98619323891441,Tarde,Relato anônimo,1
2025-06-04 11:46:00,Assalto,Av. Historiador Pereira da Costa,Enseada dos Corais,-8.259608040171313,-34.99821112262515,Tarde,Relato anônimo,4
2025-03-06 03:08:00,Assalto,Rua da Estação,Gaibu,-8.264958198398919,-35.05822629428043,Manhã,Monitoramento,3
2025-04-16 08:41:00,Vandalismo,Rua da Praia,Enseada dos Corais,-8.296113006656993,-35.017765635969305,Manhã,Relato anônimo,5
2025-07-30 09:13:00,Assalto,Rua Sete de Setembro,Centro,-8.313553195222298,-35.01217503924569,Tarde,Monitoramento,3
2025-05-21 03:15:00,Assalto,Rua Professor Luís Sobrinho,Novo Horizonte,-8.289008134953953,-35.03937052018874,Madrugada,BO,5
2025-05-04 04:24:00,Tráfico,Av. Historiador Pereira da Costa,Pontezinha,-8.265226000794913,-35.01889341721285,Madrugada,Imprensa,5
2025-02-16 18:04:00,Arrombamento,Rua do Forte,Ponte dos Carvalhos,-8.292024154145476,-35.001016754915895,Manhã,Imprensa,2
2025-06-21 09:40:00,Roubo,Rua da Matriz,Charneca,-8.310026583189996,-35.01460160982639,Madrugada,Monitoramento,4
2025-04-24 02:19:00,Roubo,Av. Governador Agamenon Magalhães,Enseada dos Corais,-8.26817246855079,-35.03773866098285,Manhã,Relato anônimo,2
2025-05-02 22:27:00,Assalto,Rua Monsenhor Fabrício,Ponte dos Carvalhos,-8.274846674443946,-35.061277839409634,Tarde,BO,2
2025-06-08 19:38:00,Roubo,Rua Dr. João Leitão,Ponte dos Carvalhos,-8.259899324519827,-35.034622553411076,Manhã,Imprensa,2
2025-03-25 15:22:00,Roubo,Rua do Sol,Centro,-8.296068075512975,-35.00377476935408,Noite,Relato anônimo,3
2025-02-19 10:51:00,Roubo,Av. Laura Machado,Ponte dos Carvalhos,-8.300608592263568,-35.06521153240909,Madrugada,Imprensa,5
2025-06-08 16:23:00,Roubo,Av. Presidente Kennedy,Novo Horizonte,-8.321915729338096,-35.01484975121636,Manhã,Monitoramento,5
2025-03-10 18:43:00,Roubo,Av. Tejucupapo,Suape,-8.315010733812407,-34.98613014545039,Manhã,Relato anônimo,5
2025-02-23 15:23:00,Roubo,Av. Historiador Pereira da Costa,Gaibu,-8.335048235197092,-34.98758859079275,Madrugada,Relato anônimo,2
2025-04-10 10:15:00,Vandalismo,Rua da Matriz,Charneca,-8.277724563319934,-35.03241782779676,Madrugada,Imprensa,3
2025-06-20 21:57:00,Violência doméstica,Rua do Canal,Ponte dos Carvalhos,-8.296622977170223,-35.0200215971412,Manhã,Relato anônimo,2
2025-03-01 14:55:00,Violência doméstica,Rua da Matriz,Charneca,-8.28394086756062,-35.00241745294959,Noite,Imprensa,3
2025-05-17 06:18:00,Roubo,Rua da Estação,Centro,-8.280144308783449,-35.026242455963455,Noite,Relato anônimo,4
2025-07-01 07:09:00,Furto,Rua do Forte,Gaibu,-8.292090305305345,-35.031423640593026,Manhã,Monitoramento,1
2025-05-08 00:48:00,Roubo,Rua do Canal,Centro,-8.275304955777697,-35.07275420981642,Madrugada,Imprensa,1
2025-06-17 01:09:00,Roubo,Rua Professor Luís Sobrinho,Charneca,-8.316704635552643,-35.011418397649436,Noite,BO,1
2025-08-10 11:29:00,Vandalismo,Rua do Carmo,Charneca,-8.2787283640468,-35.03459958340882,Manhã,BO,5
2025-07-13 18:03:00,Roubo,Rua Monsenhor Fabrício,Ponte dos Carvalhos,-8.282539151673365,-35.021310457365956,Madrugada,Relato anônimo,2
2025-08-10 23:20:00,Furto,Rua da Praia,Charneca,-8.296493992007733,-35.04945761813506,Noite,Monitoramento,3
2025-07-11 03:09:00,Roubo,Rua do Comércio,Enseada dos Corais,-8.278103868622557,-35.054459319440376,Manhã,Relato anônimo,4
2025-06-29 11:49:00,Homicídio,Rua Dr. João Leitão,Ponte dos Carvalhos,-8.272793681107137,-35.07256459010595,Tarde,Monitoramento,3
2025-03-24 21:19:00,Homicídio,Rua do Rosário,Ponte dos Carvalhos,-8.257271109066858,-35.01818506293967,Manhã,Relato anônimo,3
2025-05-24 16:03:00,Roubo,Rua Professor Luís Sobrinho,Pontezinha,-8.276599256642152,-35.00543272540136,Noite,Imprensa,2
2025-07-04 23:35:00,Roubo,Rua Monsenhor Fabrício,Novo Horizonte,-8.241363138888435,-35.00464074837455,Tarde,BO,4
2025-02-15 01:53:00,Roubo,Rua do Sol,Ponte dos Carvalhos,-8.32902185578329,-35.061989424168395,Tarde,Relato anônimo,2
2025-07-11 18:16:00,Violência doméstica,Rua do Canal,Ponte dos Carvalhos,-8.298620464442392,-35.02934772374473,Manhã,BO,1
2025-03-07 10:07:00,Roubo,Rua da Estação,Enseada dos Corais,-8.270058524488272,-35.04814359532884,Manhã,Monitoramento,1
2025-06-19 00:24:00,Roubo,Rua Dr. João Leitão,Charneca,-8.278330830888072,-35.04888457330883,Madrugada,Relato anônimo,3
2025-04-24 14:56:00,Roubo,Av. Tejucupapo,Suape,-8.298287945074799,-35.065166527421205,Tarde,BO,5
2025-06-19 13:56:00,Assalto,Rua Professor Luís Sobrinho,Suape,-8.306080831152773,-35.06379211514041,Madrugada,BO,1
2025-04-04 20:56:00,Furto,Rua do Sol,Charneca,-8.307396831324432,-35.0036589550848,Tarde,BO,4
2025-07-01 15:22:00,Violência doméstica,Rua do Canal,Novo Horizonte,-8.306734972220799,-34.964190448379064,Noite,Monitoramento,3
2025-02-19 08:03:00,Roubo,Rua da Praia,Gaibu,-8.270667052477977,-35.02537909690763,Madrugada,Imprensa,5
2025-04-16 21:15:00,Vandalismo,Av. Tejucupapo,Ponte dos Carvalhos,-8.30445894450453,-35.01249225301478,Noite,BO,2
2025-03-28 05:15:00,Assalto,Rua Monsenhor Fabrício,Pontezinha,-8.297390945655945,-35.02694975463387,Noite,Imprensa,5
2025-07-06 06:53:00,Roubo,Rua do Canal,Enseada dos Corais,-8.21899788654328,-35.03240149749312,Madrugada,Imprensa,2
2025-04-12 19:14:00,Assalto,Av. Presidente Kennedy,Centro,-8.254268166842857,-35.047579410628146,Manhã,Monitoramento,1
2025-05-10 22:11:00,Furto,Rua do Comércio,Enseada dos Corais,-8.283874712262424,-34.98572998410911,Noite,BO,1
2025-06-26 11:04:00,Roubo,Rua do Sol,Ponte dos Carvalhos,-8.298674176444694,-34.98468878605008,Noite,Monitoramento,5
2025-03-18 05:46:00,Roubo,Rua Sete de Setembro,Pontezinha,-8.265306201613612,-35.04406166939736,Madrugada,Monitoramento,3
2025-04-10 21:37:00,Roubo,Av. Governador Agamenon Magalhães,Pontezinha,-8.26718980652361,-35.00568613875933,Tarde,Monitoramento,3
2025-03-29 23:00:00,Arrombamento,Rua Sete de Setembro,Enseada dos Corais,-8.26745475094457,-35.069255617997264,Madrugada,BO,2
2025-06-19 04:21:00,Assalto,Rua Professor Luís Sobrinho,Ponte dos Carvalhos,-8.301178429395621,-35.036187965888786,Manhã,Relato anônimo,3
2025-08-02 20:46:00,Vandalismo,Av. Tejucupapo,Ponte dos Carvalhos,-8.2848608357275,-35.01448319756123,Noite,Monitoramento,1
2025-05-12 08:50:00,Furto,Rua Professor Luís Sobrinho,Ponte dos Carvalhos,-8.278557474976669,-35.063383608967754,Manhã,BO,1
2025-05-28 15:56:00,Furto,Rua Dr. João Leitão,Enseada dos Corais,-8.27349505372485,-35.01473535636791,Madrugada,Imprensa,5
2025-03-25 14:04:00,Furto,Rua do Forte,Gaibu,-8.269005238801723,-35.00298048186114,Manhã,Imprensa,1
2025-05-10 05:56:00,Furto,Rua do Rosário,Ponte dos Carvalhos,-8.262151946136276,-35.01852049801929,Madrugada,Relato anônimo,1
2025-07-14 19:57:00,Assalto,Av. Presidente Kennedy,Pontezinha,-8.284754142786465,-35.0715240233379,Madrugada,BO,4
2025-03-24 01:06:00,Vandalismo,Av. Tejucupapo,Charneca,-8.272259544521685,-35.02480780782092,Noite,Relato anônimo,2
2025-07-31 09:19:00,Furto,Av. Governador Agamenon Magalhães,Suape,-8.276210529070115,-35.06191871439551,Tarde,BO,1
2025-03-23 01:23:00,Furto,Av. Governador Agamenon Magalhães,Novo Horizonte,-8.310026413510206,-35.00367117866668,Manhã,Monitoramento,1
2025-03-08 00:13:00,Furto,Rua do Forte,Gaibu,-8.283988878846415,-35.01296248256568,Tarde,Imprensa,1
2025-05-24 15:31:00,Homicídio,Rua do Rosário,Suape,-8.282292040596738,-35.029256096512604,Noite,BO,5
2025-05-17 05:28:00,Furto,Rua do Canal,Charneca,-8.2595429048506,-35.042901118205435,Manhã,Imprensa,4
2025-07-06 01:09:00,Homicídio,Rua Professor Luís Sobrinho,Suape,-8.280596980576474,-35.04155688221763,Manhã,BO,3
2025-07-03 01:53:00,Violência doméstica,Rua Dr. João Leitão,Gaibu,-8.293862405685807,-35.037729303086714,Madrugada,Monitoramento,5
2025-06-13 09:05:00,Arrombamento,Rua do Forte,Gaibu,-8.277446655709157,-35.041968715541586,Madrugada,BO,5
2025-03-14 14:11:00,Assalto,Rua do Carmo,Enseada dos Corais,-8.25160609686066,-35.05236518255549,Tarde,Relato anônimo,2
2025-08-05 13:12:00,Roubo,Rua Dr. João Leitão,Ponte dos Carvalhos,-8.287671791104033,-35.04099327645685,Tarde,Imprensa,3
